age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,earn,capital-remain
1,, HS-grad, Never-married,, Not-in-family, White, Male,0, United-States, <=50K.,0
2, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,1, United-States, <=50K.,0
,, Some-college, Never-married,, Not-in-family, White, Male,1,, <=50K.,0
1,, 10th, Divorced, Handlers-cleaners,, White,,0,, <=50K.,0
, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0, United-States, <=50K.,0
, Self-emp-inc, Bachelors, Never-married, Sales, Own-child,,,1, United-States, <=50K.,
1,,, Never-married,, Other-relative, White, Male,0, Mexico, <=50K.,0
1, Private,, Never-married,, Own-child, White, Male,0,, <=50K.,0
1, Private, Bachelors, Divorced,, Not-in-family,, Female,1,, <=50K.,0
1, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband,,,0, United-States, <=50K.,0
, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0, United-States, <=50K.,0
, Local-gov, Bachelors, Divorced, Other-service, Own-child, White, Male,0, United-States, <=50K.,0
1,, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0, United-States, <=50K.,0
1,, Some-college, Never-married, Other-service, Not-in-family, White,,0,, <=50K.,0
1, Private,, Married-civ-spouse, Farming-fishing, Husband, White, Male,, United-States, <=50K.,0
1,,, Divorced, Adm-clerical, Unmarried, White,,0, United-States, <=50K.,0
2, Private, 7th-8th, Widowed,, Not-in-family, Black, Female,, United-States, <=50K.,0
1,, Some-college,, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,1, United-States, <=50K.,
2, Local-gov, HS-grad, Divorced,, Not-in-family, White,,0, United-States, >50K.,0
1, Private, Some-college, Married-civ-spouse,, Husband, White, Male,0, United-States, <=50K.,0
, Private, Prof-school, Married-civ-spouse,, Husband, White, Male,1, United-States, <=50K.,
1, Private,, Never-married,, Own-child, Asian-Pac-Islander, Female,1, South, <=50K.,0
1, Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,1, United-States, >50K.,1
, Private, Bachelors,,, Husband, White, Male,0, United-States, >50K.,
, Private, HS-grad, Never-married, Other-service, Other-relative, White, Female,0, El-Salvador, <=50K.,
2,, 10th,, Adm-clerical, Own-child, Black, Female,0, United-States, <=50K.,
1, Self-emp-not-inc,, Never-married, Sales, Own-child, White, Male,1, United-States, <=50K.,0
1, Private, Bachelors, Never-married,, Own-child,, Female,0, United-States, <=50K.,0
1, Private,, Never-married, Transport-moving, Not-in-family, White, Male,0, United-States, <=50K.,1
1,, Some-college, Married-civ-spouse, Transport-moving,, White, Male,1, United-States, >50K.,0
2, State-gov, Bachelors,, Prof-specialty, Husband,, Male,0, United-States, >50K.,0
1, Private, Masters,, Prof-specialty, Not-in-family, White, Female,0,, <=50K.,0
, Private, Bachelors, Never-married, Exec-managerial, Other-relative, White,,0, United-States, <=50K.,0
1, Local-gov, HS-grad, Never-married, Adm-clerical, Own-child,, Male,0, United-States, <=50K.,0
, Private, HS-grad,, Adm-clerical, Unmarried, Black, Female,0, United-States, <=50K.,
1,, HS-grad,, Sales, Husband, White, Male,0, United-States, <=50K.,
1, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Farming-fishing,, White,,1, United-States, >50K.,1
1,, 7th-8th, Married-civ-spouse,,, White, Male,0, United-States, <=50K.,
1, Private,, Married-civ-spouse, Craft-repair, Husband, White,,, United-States, <=50K.,0
1, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,1, United-States, <=50K.,0
1, Private, HS-grad, Divorced,, Unmarried, White,,0, United-States, <=50K.,0
, Private, Some-college,, Craft-repair,, White, Female,0, England, <=50K.,0
1, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0, Philippines, <=50K.,0
1, Private,, Never-married, Handlers-cleaners, Own-child, Black,,0, United-States, <=50K.,0
, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Wife, White, Female,0, United-States, <=50K.,
1, Private,, Married-civ-spouse, Prof-specialty, Wife, White, Female,0, United-States, >50K.,
1, Private, Bachelors, Never-married, Craft-repair, Not-in-family,, Male,,, <=50K.,0
1, Private, HS-grad, Never-married, Craft-repair, Own-child,, Male,0, United-States, <=50K.,0
2, Private, 7th-8th,, Other-service, Not-in-family, White, Female,0,, <=50K.,0
1, Federal-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, White, Male,0, United-States, <=50K.,0
1, Private, Assoc-voc,, Craft-repair, Husband, White,,0, United-States, <=50K.,0
1, Private, 5th-6th, Married-civ-spouse, Transport-moving, Husband, White, Male,0, Mexico, <=50K.,0
1, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Male,, United-States, >50K.,
1,,, Never-married, Other-service, Not-in-family, White, Male,1, United-States, <=50K.,0
1, Private, Bachelors, Married-civ-spouse,, Wife, White, Female,0,, <=50K.,0
1, Private, Bachelors, Never-married, Adm-clerical,, White, Female,0, United-States, >50K.,0
2,,, Widowed,, Not-in-family, White, Female,0, United-States, <=50K.,0
1, Self-emp-not-inc, Bachelors, Never-married,, Not-in-family, White, Male,0, United-States, <=50K.,
1, Private,,, Prof-specialty, Husband, White, Male,1, United-States, >50K.,0
1, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband,,,, United-States, >50K.,0
1, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0, United-States, <=50K.,0
2,, Prof-school,,, Not-in-family, White, Male,0, Hungary, >50K.,0
0, Private,, Never-married,, Own-child, White, Male,0,, <=50K.,
1, Private, Bachelors,,, Not-in-family,, Male,, United-States, >50K.,0
, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0, United-States, <=50K.,0
1, Self-emp-not-inc, Some-college, Never-married, Sales, Own-child, White, Male,,, <=50K.,0
1,, HS-grad,,, Husband, White,,0, United-States, <=50K.,0
1, Private, HS-grad, Married-civ-spouse, Machine-op-inspct,,, Male,0, United-States, <=50K.,0
, Private,, Divorced,, Unmarried, White, Female,0, United-States, <=50K.,0
0,, Some-college, Never-married,, Own-child, White, Male,0, United-States, <=50K.,0
1, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband,, Male,1,, <=50K.,0
1, Private, HS-grad,, Machine-op-inspct, Not-in-family, White, Female,0, United-States, <=50K.,0
1, State-gov, Bachelors, Divorced, Exec-managerial, Unmarried,,,0,, <=50K.,0
1, Private, HS-grad, Never-married,,,, Male,,, <=50K.,0
1,, Some-college, Never-married, Sales, Other-relative, White, Male,,, <=50K.,
1, Private,, Never-married,, Not-in-family, White,,0,, <=50K.,0
0,, Some-college,,, Own-child, White, Male,0, United-States, <=50K.,0
1, Private, Prof-school, Married-civ-spouse, Prof-specialty, Wife, White, Female,1, United-States, >50K.,0
2,, Masters,, Prof-specialty, Not-in-family, White,,0,, <=50K.,0
1, Local-gov,, Married-spouse-absent, Sales, Own-child, Black, Female,0,, <=50K.,0
1, Private, Some-college,, Exec-managerial, Own-child,,,,, <=50K.,0
, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0, United-States, <=50K.,0
1, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0, United-States, <=50K.,
1, Private, HS-grad, Never-married, Other-service,, Black, Female,, Thailand, <=50K.,
1, Private, HS-grad, Divorced, Sales,, White,,0, United-States, <=50K.,0
1, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White,,, United-States, >50K.,
1, Private, Bachelors, Divorced, Exec-managerial, Unmarried,,,0, United-States, <=50K.,
1, Private, 5th-6th, Widowed, Sales,, White, Female,0, Italy, <=50K.,0
1,, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0, United-States, <=50K.,0
, Private, HS-grad, Divorced,, Not-in-family, White, Female,0,, <=50K.,0
2, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Other-service,, White, Male,0, United-States, <=50K.,0
1,,, Married-civ-spouse, Sales, Husband, White, Male,0, United-States, >50K.,
, State-gov,, Divorced,, Unmarried,, Female,1, United-States, >50K.,0
1, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,, United-States, <=50K.,0
0, Private, HS-grad, Never-married, Craft-repair, Other-relative, Other, Male,0, United-States, <=50K.,0
, Self-emp-inc, Some-college, Married-civ-spouse, Other-service,,, Female,0, United-States, >50K.,0
, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,, >50K.,0
1, Private, Assoc-voc, Never-married, Sales, Own-child,, Female,0, United-States, <=50K.,
1, Private, Bachelors, Married-civ-spouse,, Wife, White,,0, United-States, >50K.,0
2, Self-emp-not-inc, Bachelors, Widowed, Farming-fishing, Not-in-family,, Male,, United-States, <=50K.,
0,,,, Other-service, Own-child, White, Male,, United-States, <=50K.,0
, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband,,,1, United-States, >50K.,0
,, HS-grad, Never-married,,, Other, Male,1, South, <=50K.,
1, Federal-gov,, Married-civ-spouse,, Husband,,,1,, <=50K.,
1, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,, United-States, >50K.,0
1, Private, HS-grad, Widowed,, Not-in-family,, Female,, United-States, <=50K.,0
,,, Never-married,,, White, Male,0, Mexico, <=50K.,0
0, Private, 11th, Never-married, Sales, Own-child, White, Female,0, United-States, <=50K.,0
1, Private,, Divorced, Transport-moving, Not-in-family, White,,, United-States, <=50K.,0
1, Private, Some-college, Married-spouse-absent,,, Black, Male,0,, <=50K.,
1, Private, Some-college, Never-married, Sales, Own-child, White, Female,0, United-States, <=50K.,
1, Private, 9th, Never-married, Sales, Other-relative, White, Female,0, Mexico, <=50K.,
0, Local-gov, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,, United-States, <=50K.,0
1, Private, Masters, Married-civ-spouse,,, White, Female,0, United-States, >50K.,0
1,, 11th, Married-civ-spouse, Craft-repair,, Black, Male,0, United-States, <=50K.,0
1,, Masters,,, Husband, Asian-Pac-Islander, Male,0, United-States, >50K.,0
1, Self-emp-not-inc,,, Craft-repair, Unmarried, White, Male,1, United-States, <=50K.,0
1, Private, HS-grad,, Exec-managerial, Husband, White, Male,1, United-States, <=50K.,0
1,, Bachelors, Never-married, Machine-op-inspct,, Black, Male,0, United-States, <=50K.,0
, Private, HS-grad, Widowed, Priv-house-serv, Not-in-family,, Female,0,, <=50K.,0
1, Federal-gov,, Never-married, Prof-specialty,, Asian-Pac-Islander, Male,0,, <=50K.,0
1,,, Married-civ-spouse,,, White, Male,, United-States, <=50K.,0
,, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0, Haiti, <=50K.,
1,, Some-college, Married-civ-spouse,,, White, Male,, United-States, >50K.,
1, Private,, Divorced, Craft-repair, Not-in-family, White, Male,0, United-States, <=50K.,0
1, Private, 11th, Never-married, Craft-repair, Unmarried, White, Male,0,, <=50K.,
1, Private, Some-college,, Adm-clerical, Not-in-family, White, Female,, United-States, <=50K.,0
1,,, Never-married, Prof-specialty, Own-child,, Female,0, United-States, <=50K.,0
1, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0, United-States, >50K.,
0, Private,, Never-married, Prof-specialty, Own-child, White, Male,0, United-States, <=50K.,0
1,,, Divorced, Adm-clerical, Unmarried, White,,, United-States, <=50K.,0
1,,, Never-married,, Other-relative, Black,,, United-States, <=50K.,0
1,, HS-grad,, Adm-clerical, Unmarried, White, Female,0,, <=50K.,
1,, Bachelors, Never-married,, Other-relative, White, Female,0, United-States, <=50K.,
1, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,, United-States, <=50K.,0
1, Private,, Married-civ-spouse, Exec-managerial, Husband, White,,1, United-States, >50K.,0
1,, Bachelors, Widowed,, Not-in-family, White, Female,0, United-States, <=50K.,0
, Private, Assoc-voc, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0, United-States, <=50K.,
1,, Bachelors,, Prof-specialty, Husband, White, Male,, United-States, <=50K.,0
1, Private, HS-grad,, Other-service, Own-child,, Male,0,, <=50K.,0
2, Private, HS-grad,,, Unmarried,, Female,0, United-States, <=50K.,0
1, Private, Some-college,, Tech-support, Own-child, White, Female,0, United-States, <=50K.,0
1, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,, United-States, <=50K.,0
1, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial,, White, Male,0, United-States, >50K.,1
1,, Bachelors, Married-civ-spouse,,, White, Male,0, United-States, <=50K.,0
1, Private,,, Adm-clerical, Not-in-family, White,,0, United-States, <=50K.,
1,, HS-grad,,, Husband, White,,0,, <=50K.,0
1, Self-emp-inc,, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,, <=50K.,0
1, Federal-gov, Some-college,, Adm-clerical, Husband,, Male,0,, >50K.,1
0, Private, HS-grad, Never-married, Sales, Own-child,, Male,0, United-States, <=50K.,0
1, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0, United-States, <=50K.,0
1, Private,, Divorced,, Not-in-family, Asian-Pac-Islander, Female,0, United-States, <=50K.,
, Private, 5th-6th, Never-married, Farming-fishing,, Black, Male,0, Mexico, <=50K.,0
, Private, 9th, Married-civ-spouse, Machine-op-inspct,, White,,0, United-States, <=50K.,0
1, Private,,, Transport-moving,, White, Male,, United-States, <=50K.,0
1,, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,1, United-States, <=50K.,
1, Private, HS-grad, Married-civ-spouse,, Husband, White, Male,, United-States, >50K.,0
, Private, HS-grad, Never-married, Adm-clerical,,, Female,0,, <=50K.,0
2, Self-emp-inc, Prof-school,, Prof-specialty, Husband, White, Male,, United-States, >50K.,0
1, Private, Bachelors, Never-married,, Unmarried, White, Female,0, United-States, <=50K.,0
1, Private, HS-grad, Separated, Sales, Not-in-family, White, Female,0,, <=50K.,0
1, Private, HS-grad, Divorced, Handlers-cleaners,, White, Female,0, United-States, <=50K.,0
1, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,, United-States, >50K.,0
1,, Assoc-acdm, Never-married, Craft-repair, Unmarried, White, Female,0,, <=50K.,0
1, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband,, Male,0, United-States, >50K.,0
1, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, White,,0,, >50K.,0
1, Private, HS-grad, Divorced, Sales,,, Female,0, United-States, <=50K.,0
1, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,, >50K.,1
1, Private,, Divorced, Sales, Unmarried,, Female,0, United-States, <=50K.,0
1, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0, United-States, <=50K.,0
, Private,, Never-married, Adm-clerical, Own-child, White, Female,0, United-States, <=50K.,0
1, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,0,, <=50K.,0
1,, HS-grad,, Machine-op-inspct, Husband, White, Male,0, United-States, <=50K.,
1, State-gov,, Married-civ-spouse,, Husband, Black, Male,0, United-States, <=50K.,0
1,, Bachelors, Never-married,,, Asian-Pac-Islander, Male,0,, <=50K.,0
1, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,0, United-States, <=50K.,0
1,,, Never-married,, Not-in-family, White, Male,0, United-States, <=50K.,0
1,, Assoc-voc, Never-married,, Unmarried, Black,,0, United-States, <=50K.,0
1, State-gov, Assoc-voc, Never-married, Craft-repair, Not-in-family, White,,0, United-States, <=50K.,0
1, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0, United-States, <=50K.,0
1,, Bachelors, Never-married, Sales, Own-child, White, Male,0, United-States, <=50K.,0
, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband,, Male,0, United-States, >50K.,0
1,, Prof-school,, Prof-specialty, Husband, White,,1, United-States, >50K.,1
,, Bachelors, Married-civ-spouse, Adm-clerical,, White, Male,0, United-States, >50K.,0
1, Private, Masters, Divorced, Exec-managerial,,,,0, United-States, <=50K.,0
1, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black,,, United-States, >50K.,1
, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0, Cuba, >50K.,0
1, Private,, Divorced,, Not-in-family,, Female,, United-States, <=50K.,
0, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,, United-States, <=50K.,0
1,, HS-grad, Never-married,,,, Male,0, United-States, <=50K.,0
2, Local-gov, HS-grad,, Exec-managerial, Unmarried, White, Female,0, United-States, <=50K.,
1, Private, Some-college, Never-married, Sales, Own-child, White, Male,0, United-States, <=50K.,0
, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,, <=50K.,0
1, Local-gov, HS-grad, Never-married, Sales, Own-child, Black, Male,0, United-States, <=50K.,0
1, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband,, Male,, United-States, <=50K.,0
, Private,, Married-civ-spouse,, Husband, White, Male,0, United-States, >50K.,0
1, Federal-gov,, Divorced,,, Black, Male,0, United-States, <=50K.,
, Private, Bachelors,, Prof-specialty, Husband,, Male,, United-States, >50K.,0
1, Private, HS-grad, Married-civ-spouse,, Husband, White, Male,1, United-States, <=50K.,0
1, Self-emp-not-inc, HS-grad,, Craft-repair,, White, Male,0, United-States, <=50K.,0
1, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband,, Male,1, United-States, >50K.,0
1,, HS-grad, Never-married, Exec-managerial,, Black, Female,0,, <=50K.,
1, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,, <=50K.,0
1, Private, Masters, Married-civ-spouse,, Husband, White, Male,1, United-States, >50K.,0
, Private,,,, Own-child,,,, United-States, <=50K.,0
1, Local-gov, HS-grad, Never-married, Prof-specialty,, White,,0, United-States, <=50K.,
1,,, Divorced, Exec-managerial,, Black, Female,0, United-States, <=50K.,0
1,, HS-grad, Never-married,, Own-child, White, Male,1, United-States, <=50K.,
,, HS-grad,,, Husband, White, Male,, United-States, <=50K.,0
1, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0, United-States, <=50K.,0
1,, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0, United-States, <=50K.,0
1, Self-emp-inc,, Married-civ-spouse, Sales, Husband,, Male,0,, >50K.,0
, Self-emp-not-inc, Some-college, Widowed, Adm-clerical,, White,,, United-States, <=50K.,0
1, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,, United-States, >50K.,0
1, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, Other,,0, Mexico, >50K.,0
1,, HS-grad, Divorced,, Unmarried, Black, Female,0, United-States, <=50K.,0
1, Private, Bachelors, Never-married, Prof-specialty,, White, Male,1, United-States, >50K.,0
2, Private,, Married-civ-spouse,, Husband, Black, Male,0, United-States, <=50K.,0
, Private,, Separated, Other-service, Not-in-family,, Female,, Germany, <=50K.,0
1, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,, <=50K.,
1, Private,, Married-civ-spouse, Craft-repair, Husband, White, Male,0, United-States, <=50K.,0
,,, Never-married, Adm-clerical, Own-child, White, Female,0, United-States, <=50K.,0
1, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,1, United-States, <=50K.,0
1, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0, United-States, <=50K.,0
, Private,, Never-married, Prof-specialty,,, Male,1,, <=50K.,
1, Federal-gov, Some-college,, Exec-managerial, Not-in-family, Black, Female,0, United-States, <=50K.,0
1,, HS-grad, Widowed, Craft-repair, Own-child, White,,0, United-States, <=50K.,0
1, Private, 9th, Married-civ-spouse,, Husband, White, Male,0, United-States, <=50K.,0
1, Private,, Divorced, Priv-house-serv,, White, Female,1, Columbia, <=50K.,
1,, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,1, United-States, <=50K.,0
1, Private, Bachelors, Married-civ-spouse, Sales, Husband, White,,0,, >50K.,1
1,, Some-college, Divorced,, Not-in-family, White, Male,1, United-States, <=50K.,0
1, Private, Some-college,,, Husband, White,,0, United-States, >50K.,0
,, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,1, Hong, <=50K.,0
1,, Bachelors,, Sales, Husband, White,,, United-States, >50K.,0
1,, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,1, United-States, <=50K.,0
2,, Prof-school,, Exec-managerial, Husband,, Male,0, United-States, >50K.,1
1, State-gov,, Married-civ-spouse,, Husband, White, Male,0, United-States, <=50K.,
1, Private, 9th, Divorced,,,, Female,0, United-States, <=50K.,0
1, Private, Some-college,, Craft-repair, Husband, White, Male,0, United-States, >50K.,0
1, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband,, Male,0,, <=50K.,0
1, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family,, Male,0, United-States, <=50K.,0
1,, HS-grad, Never-married,, Not-in-family, Black, Female,0, United-States, <=50K.,0
1, Private, 5th-6th, Never-married,, Not-in-family, White, Male,0, United-States, <=50K.,0
0, Private, 11th, Never-married, Other-service, Own-child,, Female,0, United-States, <=50K.,0
1, Private, Some-college, Never-married,, Not-in-family, White, Male,0, United-States, <=50K.,0
1, Private, HS-grad,, Sales, Husband, White, Male,1,, >50K.,1
1,, Bachelors, Married-civ-spouse, Prof-specialty,,, Male,1, United-States, >50K.,0
, State-gov, Some-college, Separated,,,, Female,0, United-States, <=50K.,0
, Private, Some-college,,, Unmarried, White, Male,0, United-States, >50K.,1
, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White,,1, United-States, <=50K.,
, State-gov, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0, United-States, <=50K.,0
1, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,, United-States, <=50K.,
2, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,, United-States, <=50K.,1
1,, Masters,, Sales, Husband, White, Male,1, United-States, >50K.,0
1, Private, Some-college, Never-married,, Own-child, White, Male,, United-States, <=50K.,
1, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0, United-States, <=50K.,0
1,, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,0, United-States, >50K.,1
1, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0, United-States, <=50K.,0
, Self-emp-not-inc, Bachelors,, Sales, Husband, White, Male,0, United-States, >50K.,0
, Private, Masters, Divorced,, Unmarried, White, Female,0, United-States, >50K.,0
1, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,1, United-States, <=50K.,0
1,, Some-college, Never-married, Sales, Not-in-family, White, Male,0,, <=50K.,0
1, Private,,, Sales, Husband,, Male,1, United-States, <=50K.,0
,, 12th, Never-married, Sales, Own-child,, Female,0, United-States, <=50K.,0
1, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband,,,0, United-States, >50K.,0
1, Private, Some-college, Never-married, Exec-managerial, Other-relative, White, Female,0,, <=50K.,0
1, Self-emp-inc, Some-college,, Farming-fishing, Husband, White, Male,1, United-States, <=50K.,0
, Private,, Never-married, Handlers-cleaners,,, Male,1, United-States, <=50K.,0
1,, 10th,,, Unmarried, White, Female,0,, <=50K.,0
1, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black,,0, United-States, <=50K.,0
1, Local-gov, HS-grad, Divorced,,, White, Female,0, United-States, <=50K.,
1, Private, Masters, Married-spouse-absent, Protective-serv, Not-in-family, White, Male,0, United-States, <=50K.,
, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,0, United-States, <=50K.,0
1,, Masters, Married-civ-spouse, Exec-managerial, Husband,, Male,0,, >50K.,0
1,, HS-grad, Never-married, Other-service,, White, Female,0, United-States, <=50K.,0
1, Private, Assoc-acdm, Never-married, Sales, Not-in-family,, Male,0, United-States, <=50K.,0
1, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White,,,, <=50K.,
1, Private, HS-grad, Never-married, Sales,, White, Male,0, United-States, <=50K.,0
1, Private, Assoc-voc, Never-married,, Not-in-family, White, Male,, United-States, <=50K.,
1, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,, United-States, >50K.,0
2, Private, Bachelors,, Prof-specialty,, White, Male,0, United-States, >50K.,
1, Private, HS-grad, Married-civ-spouse,, Husband, White, Male,0, United-States, <=50K.,0
1, Private, HS-grad, Divorced, Transport-moving,, White, Male,1, United-States, <=50K.,0
1, Local-gov,, Married-civ-spouse,, Husband, White, Male,0, United-States, >50K.,0
, Self-emp-inc, Bachelors, Never-married,, Own-child, White, Male,0,, <=50K.,0
1, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,,, <=50K.,0
2, Private, Assoc-acdm,, Prof-specialty, Own-child, White, Male,, United-States, <=50K.,
1, Private, Bachelors,, Craft-repair, Husband, White, Male,0, United-States, >50K.,0
, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband,, Male,1, United-States, >50K.,1
1, Private, Some-college, Never-married, Other-service,, Black, Male,1,, <=50K.,0
, Private,,,, Not-in-family, White, Female,0, United-States, <=50K.,
, Private,, Married-civ-spouse, Exec-managerial,,, Male,1, United-States, >50K.,1
1, Private, Some-college,, Sales,, White,,0,, <=50K.,0
, Private,,, Sales,, White,,1,, >50K.,0
,, 11th,,, Unmarried, Amer-Indian-Eskimo, Female,, United-States, <=50K.,0
0, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0, United-States, <=50K.,0
1, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0, United-States, <=50K.,0
1, Private, Bachelors,, Exec-managerial, Not-in-family, White, Male,0,, <=50K.,
1,, Bachelors, Married-civ-spouse,, Husband, White, Male,0, United-States, >50K.,0
1,,, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0, United-States, >50K.,0
1,, Bachelors, Never-married, Sales, Unmarried, Black, Female,0, United-States, <=50K.,0
1,, HS-grad, Divorced, Adm-clerical, Not-in-family, White,,0, United-States, <=50K.,0
1, Self-emp-not-inc, HS-grad,,, Other-relative,, Male,, United-States, <=50K.,0
2, Self-emp-inc, Bachelors,,, Not-in-family, White,,0, United-States, >50K.,0
2, Self-emp-inc, Bachelors,, Sales, Husband, White, Male,0, United-States, >50K.,1
1,, HS-grad,,, Own-child, White, Female,0, United-States, <=50K.,
1, State-gov,, Married-civ-spouse,, Husband, White, Male,0, United-States, >50K.,0
2,, HS-grad, Married-civ-spouse, Other-service,, White,,0, United-States, >50K.,0
0,, Some-college, Never-married, Adm-clerical, Own-child,, Female,0,, <=50K.,0
1, Private, Some-college, Divorced,,, Asian-Pac-Islander, Female,0,, <=50K.,0
1, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,1, United-States, >50K.,1
1,,, Married-civ-spouse, Transport-moving, Husband,, Male,1,, >50K.,1
1, Self-emp-not-inc, Bachelors,, Sales, Husband, Asian-Pac-Islander, Male,1,, <=50K.,0
, Private,,, Adm-clerical, Own-child, White,,0, United-States, <=50K.,0
1, Private, 11th,, Adm-clerical, Husband, White, Male,0,, <=50K.,0
1, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,1, United-States, <=50K.,0
1, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,,, <=50K.,0
1,, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,, <=50K.,0
1, Private, Bachelors, Married-civ-spouse,, Husband, White, Male,0, United-States, >50K.,1
, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0, United-States, >50K.,0
, Private, 10th,, Machine-op-inspct, Husband, White, Male,0, United-States, <=50K.,
