age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,earn,capital-remain
1, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,0, Taiwan, <=50K,0
1, Private,,,, Husband, White,,1, United-States, >50K,
0, Private, 12th, Never-married, Adm-clerical, Own-child, White, Male,0, United-States, <=50K,
, Federal-gov,,, Prof-specialty, Husband,, Male,0,, >50K,0
2, Private, Some-college,, Adm-clerical, Not-in-family,, Female,, United-States, <=50K,0
1, Private,, Married-civ-spouse, Exec-managerial, Husband,, Male,0, United-States, >50K,0
1, Private,, Married-civ-spouse, Machine-op-inspct, Husband, White,,0,, <=50K,
1, Private,,, Craft-repair, Husband, White, Male,, United-States, <=50K,
1, Local-gov, HS-grad, Married-civ-spouse,, Wife, Black, Female,0, United-States, >50K,
,, HS-grad, Never-married,, Not-in-family, White,,, United-States, <=50K,0
1,,, Married-civ-spouse, Handlers-cleaners, Husband,,,, United-States, <=50K,0
0, State-gov,, Married-civ-spouse,, Husband, White, Male,, United-States, <=50K,
1, Private, Bachelors,, Exec-managerial,,, Male,0, United-States, >50K,0
1, Local-gov, 7th-8th, Divorced, Other-service, Not-in-family, White, Male,0, United-States, <=50K,0
1,, Some-college,, Sales, Husband, White, Male,1, United-States, <=50K,0
1,, Bachelors, Married-civ-spouse, Adm-clerical,,, Female,0,, <=50K,0
, Private,, Never-married, Sales, Not-in-family, White, Female,0, United-States, <=50K,0
1, Private,, Married-civ-spouse, Tech-support, Husband, White, Male,, United-States, >50K,0
1,, Some-college,, Sales, Own-child, White, Female,0, United-States, <=50K,0
1, Federal-gov, Bachelors, Married-civ-spouse,, Husband, White, Male,1, United-States, >50K,0
1, Self-emp-not-inc,, Never-married, Prof-specialty, Own-child,, Female,0,, <=50K,
1, Private,, Never-married, Tech-support,, White, Female,0, United-States, <=50K,0
1, Private, Some-college,, Other-service, Not-in-family, White, Female,0, Cuba, <=50K,
1,,,, Exec-managerial, Husband, White, Male,1, United-States, <=50K,0
1, Private, Assoc-voc, Separated, Prof-specialty, Unmarried, White, Female,0, United-States, <=50K,0
1, Private, HS-grad, Married-civ-spouse,,, White, Male,0, United-States, <=50K,0
1, Federal-gov,, Divorced,, Not-in-family, White, Male,0, United-States, <=50K,0
1, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White,,0, Canada, <=50K,0
0, Private, 11th, Never-married, Handlers-cleaners, Own-child, White,,0, United-States, <=50K,0
1, Self-emp-not-inc, HS-grad,, Craft-repair, Husband,,,0,, <=50K,0
1,, Some-college,, Sales, Husband, White, Male,, United-States, <=50K,0
,, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0, United-States, <=50K,0
1, Local-gov, Masters,, Prof-specialty, Wife, White, Female,,, >50K,0
1, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White,,0,, <=50K,0
1,,, Never-married, Protective-serv, Not-in-family, Black, Male,0, United-States, <=50K,0
1, Private,,, Machine-op-inspct, Husband, Other, Male,0, Mexico, <=50K,
1,, HS-grad,,, Unmarried, White, Female,0, United-States, <=50K,0
1, Private, Bachelors, Never-married,, Own-child, White, Female,0, United-States, <=50K,0
1, Private, Some-college, Never-married, Craft-repair, Not-in-family, White,,, Mexico, <=50K,
0,, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0, United-States, <=50K,0
, Private,,, Other-service, Own-child, White, Male,0,, <=50K,0
1, Private, Some-college,, Adm-clerical,, White, Female,0, United-States, <=50K,0
1, Private, HS-grad, Never-married, Craft-repair, Not-in-family,, Male,0, United-States, <=50K,0
1,, Some-college,,, Not-in-family, White,,0, United-States, <=50K,0
1, Private, Some-college, Never-married, Other-service, Own-child,, Female,0, United-States, <=50K,0
1, Private, Some-college, Married-civ-spouse, Sales, Husband,, Male,0, United-States, >50K,0
, Federal-gov,, Never-married, Adm-clerical, Not-in-family, White, Female,0, United-States, <=50K,0
1,, HS-grad, Never-married, Transport-moving,, White, Male,0, United-States, <=50K,0
1, Private, Some-college,, Sales, Husband, White, Male,0, United-States, >50K,0
1, State-gov,, Never-married, Prof-specialty, Own-child,,,0, United-States, <=50K,
1, Private, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male,, United-States, >50K,0
1, Private, HS-grad,, Transport-moving, Not-in-family,, Male,, United-States, <=50K,0
0, Private,,, Transport-moving, Other-relative, White,,0, United-States, <=50K,0
, Private, 9th, Never-married, Adm-clerical, Not-in-family, White, Female,0, United-States, <=50K,
,, Assoc-voc, Married-civ-spouse,,,,,0,, <=50K,0
1, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0, United-States, >50K,0
1, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,1, United-States, >50K,0
1, Private, Masters, Married-civ-spouse, Exec-managerial, Husband,,,1, United-States, >50K,
1, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Male,0,, <=50K,0
1,, 11th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0, Mexico, <=50K,0
1, Self-emp-inc, Bachelors, Divorced,,, White, Female,0,, <=50K,0
, State-gov,, Married-civ-spouse,, Husband, White, Male,, United-States, <=50K,0
0, Private, Some-college, Never-married,,,, Male,1, United-States, <=50K,0
1, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0, United-States, >50K,
1, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Male,, United-States, <=50K,
1, Private, Some-college,, Sales,, White, Male,1, United-States, <=50K,0
1, Self-emp-inc, Some-college,, Adm-clerical, Wife, White, Female,0, United-States, >50K,0
1, Private, 9th, Separated, Handlers-cleaners, Other-relative, White, Male,, El-Salvador, <=50K,0
1, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0, United-States, >50K,0
1, Private,, Never-married, Transport-moving, Not-in-family, White, Male,1, United-States, <=50K,0
1, Private, 10th,, Machine-op-inspct, Husband, White, Male,0, United-States, <=50K,
1,, Some-college, Married-civ-spouse,, Husband, Other, Male,1, United-States, >50K,0
, Private, Masters, Widowed, Prof-specialty, Not-in-family, White, Female,0, United-States, <=50K,0
1, Private, Some-college, Never-married, Sales, Own-child, White, Female,0, United-States, <=50K,0
1, Self-emp-not-inc, Some-college,, Farming-fishing, Husband, White, Male,1, United-States, <=50K,0
2,, Masters, Divorced,,, White, Male,0, United-States, <=50K,0
1, Private, HS-grad, Married-civ-spouse,, Husband,,,,, <=50K,1
1,, HS-grad,,, Husband, White, Male,0,, <=50K,0
1, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, White,,0, United-States, <=50K,
1, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,,, <=50K,0
1, Self-emp-not-inc, Some-college, Married-civ-spouse,, Husband,, Male,0, United-States, <=50K,0
1, Private,, Divorced, Handlers-cleaners, Unmarried, White, Male,, United-States, <=50K,0
1, Private, Bachelors,, Machine-op-inspct, Husband, White, Male,0, Poland, >50K,0
1,,, Never-married,, Own-child,, Female,, United-States, <=50K,0
0, Private, Some-college, Never-married, Other-service,,, Female,0, United-States, <=50K,0
, Private,, Never-married, Exec-managerial, Own-child, White, Female,0, United-States, <=50K,
1, Federal-gov, Masters, Divorced,, Not-in-family, White, Male,1, United-States, <=50K,0
1, Self-emp-not-inc, Some-college,, Farming-fishing, Husband, White, Male,1,, <=50K,
1,, Assoc-voc,,, Unmarried, White,,0, United-States, <=50K,0
1, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0, United-States, <=50K,0
1, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Male,,, >50K,0
1, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0, United-States, <=50K,
1, Self-emp-not-inc, Doctorate, Never-married, Prof-specialty, Not-in-family, White, Male,0, United-States, >50K,0
1, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0, United-States, <=50K,0
1, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Not-in-family, Black,,0,, <=50K,0
1, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White,,, United-States, <=50K,0
1, Private, HS-grad, Never-married,,, White, Male,, United-States, <=50K,0
,,,, Adm-clerical, Own-child, White,,0, United-States, <=50K,0
1, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband,,,0, United-States, <=50K,0
1, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,1, United-States, <=50K,0
, Private, Bachelors, Married-civ-spouse,, Husband, White, Male,, United-States, <=50K,0
1,, HS-grad, Never-married,, Not-in-family, Black, Male,0, United-States, <=50K,0
1,, 9th, Never-married,,, White, Female,, United-States, <=50K,0
0, Private, HS-grad,, Sales, Not-in-family, White, Female,0,, <=50K,0
, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White,,0, United-States, <=50K,0
1, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White,,0, United-States, <=50K,0
1, Private, 7th-8th, Never-married, Handlers-cleaners, Own-child, White, Male,0, Mexico, <=50K,0
1, Private, HS-grad, Married-civ-spouse, Farming-fishing,, White, Male,, United-States, <=50K,0
1, Private, Assoc-acdm, Married-civ-spouse,,, White, Male,0, United-States, >50K,0
1,, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0, United-States, <=50K,0
1, Local-gov,, Married-civ-spouse, Prof-specialty,, White, Male,0, United-States, >50K,0
1, Private, Bachelors, Married-civ-spouse,,, Asian-Pac-Islander, Male,,, <=50K,0
1,, Bachelors, Never-married, Exec-managerial, Own-child, White,,,, <=50K,0
1,, HS-grad, Never-married,, Own-child, White, Male,0, United-States, <=50K,0
1,, 11th, Divorced, Handlers-cleaners, Other-relative,,,0, United-States, <=50K,0
1, Private,, Married-civ-spouse, Exec-managerial,,, Male,0,, <=50K,0
, Private, Assoc-acdm,, Exec-managerial, Not-in-family, White,,, United-States, <=50K,0
, Private,, Never-married, Craft-repair,, White, Male,0, United-States, <=50K,
1, Private, Masters,, Prof-specialty, Unmarried,, Female,1, United-States, >50K,0
1, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Female,0, United-States, <=50K,
0, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0, United-States, <=50K,0
2,, 5th-6th, Married-civ-spouse,, Husband,, Male,1, Mexico, <=50K,0
0,,, Never-married,, Own-child, White, Male,0, United-States, <=50K,0
1,, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0, United-States, <=50K,
, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black,,0, United-States, <=50K,
,, Some-college, Married-spouse-absent,, Not-in-family, White, Male,0,, <=50K,0
, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White,,1,, <=50K,0
0,,,,, Own-child, White, Male,0, Germany, <=50K,0
1,, 7th-8th, Married-civ-spouse, Machine-op-inspct,, White, Male,,, >50K,0
1, Private,, Never-married, Other-service, Own-child, White, Male,0, United-States, <=50K,0
1, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0, United-States, >50K,0
0, Private, HS-grad, Never-married, Other-service, Own-child, White,,,, <=50K,
1, Private,, Never-married, Prof-specialty, Not-in-family, White, Male,, United-States, >50K,0
, Private, HS-grad, Never-married, Craft-repair, Own-child,, Male,0, United-States, <=50K,0
1, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0, United-States, <=50K,0
1,, Bachelors,, Exec-managerial,, Black,,, United-States, <=50K,0
, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0, United-States, <=50K,0
, Private,, Never-married, Sales, Own-child, White,,0,, <=50K,
1, Private,,, Handlers-cleaners, Husband, Black, Male,0, United-States, <=50K,
1, Private, HS-grad, Married-civ-spouse,, Husband,, Male,0, United-States, >50K,0
1, Private,,, Other-service,, White, Female,0, United-States, <=50K,0
0, Local-gov, HS-grad,, Craft-repair, Own-child, White, Male,0, United-States, <=50K,0
0, Never-worked, 10th, Never-married,, Own-child, White,,0,, <=50K,0
1, Private,, Married-civ-spouse, Craft-repair, Husband, White, Male,0, United-States, <=50K,
1,, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0, United-States, <=50K,0
1, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,, United-States, <=50K,0
1, Local-gov, 5th-6th, Married-civ-spouse,, Husband, White, Male,0,, <=50K,
1, Private, Bachelors, Never-married, Prof-specialty, Own-child,,,1, United-States, <=50K,
, Private,, Never-married, Sales, Own-child, White, Male,0, United-States, <=50K,
1,,, Married-civ-spouse, Sales, Husband, White,,1, United-States, >50K,0
1, Private, Some-college, Married-civ-spouse,, Husband, Black, Male,0, United-States, <=50K,
2,,, Married-civ-spouse, Exec-managerial, Husband, White,,, United-States, >50K,
1, Private, HS-grad, Never-married, Protective-serv, Other-relative, White, Male,0, United-States, <=50K,
1,, Assoc-voc, Married-civ-spouse,,, White, Male,, United-States, <=50K,0
1, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0, United-States, <=50K,0
1, Private,, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,, >50K,
1, Federal-gov,, Never-married, Exec-managerial, Not-in-family, Black,,0, United-States, <=50K,
1, Private, Assoc-voc, Married-civ-spouse, Craft-repair,, White, Male,1, United-States, <=50K,0
2, Private, Masters, Separated, Prof-specialty, Not-in-family, White, Female,0, United-States, >50K,
1, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,, United-States, <=50K,0
, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0, United-States, <=50K,
, Private, Bachelors, Married-civ-spouse, Exec-managerial,, Black, Female,1,, >50K,0
1, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0, United-States, <=50K,0
, Private, Some-college, Married-civ-spouse, Sales, Husband,, Male,0, United-States, <=50K,0
0,, Some-college, Never-married,, Own-child, White,,0, United-States, <=50K,0
0,, HS-grad,,, Not-in-family,, Female,0, United-States, <=50K,0
2, Private, 9th,, Handlers-cleaners, Not-in-family, White, Male,,, >50K,0
1, State-gov, HS-grad,, Exec-managerial,, White, Male,, United-States, <=50K,0
1,,, Married-civ-spouse, Adm-clerical, Wife, White, Female,0, United-States, <=50K,0
1, Private,,, Tech-support, Unmarried, White, Male,0, Germany, >50K,1
, Self-emp-not-inc, HS-grad,, Sales,, White, Male,0, United-States, <=50K,0
, Private, 12th, Divorced, Other-service, Unmarried, White, Female,0, United-States, <=50K,
1, Private, HS-grad, Married-civ-spouse, Machine-op-inspct,, White, Female,1, United-States, <=50K,0
2, Private, Bachelors, Widowed,, Not-in-family,, Female,0,, <=50K,0
1, State-gov, Assoc-voc, Never-married, Tech-support, Not-in-family, White, Female,1, United-States, <=50K,0
1, State-gov, Bachelors, Married-civ-spouse, Prof-specialty,,, Male,0, United-States, <=50K,0
1, Private, Bachelors,, Adm-clerical,,, Female,0, Vietnam, <=50K,0
0, Private, 11th,, Other-service, Own-child, White, Male,0, United-States, <=50K,0
1, Self-emp-not-inc, Bachelors, Never-married,, Own-child, White, Male,0, United-States, >50K,0
1, Private, 9th, Divorced, Craft-repair,, White, Male,, United-States, <=50K,
1,,, Divorced, Other-service, Unmarried, Other, Female,0, United-States, <=50K,0
,,, Married-civ-spouse, Exec-managerial, Husband, White, Male,1, United-States, >50K,1
1, Private,,,,, White, Male,0,, <=50K,0
1,, Masters,, Prof-specialty,, White, Female,0, United-States, <=50K,0
1, Private, Bachelors, Married-civ-spouse, Exec-managerial,, White, Male,0, United-States, <=50K,0
1, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,1, United-States, <=50K,0
, Private, Some-college,, Prof-specialty, Husband,, Male,0,, >50K,0
2, Private, Masters, Never-married,,, Black, Male,1, United-States, >50K,0
1, Private, Assoc-voc,, Prof-specialty, Unmarried, White, Female,0, United-States, >50K,0
1, Self-emp-not-inc, Some-college,, Sales, Husband, Black, Male,1, United-States, >50K,0
1, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0, United-States, <=50K,
1,, Assoc-voc, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,0, United-States, <=50K,0
2,, Masters, Widowed, Prof-specialty, Not-in-family, White, Female,, United-States, <=50K,0
1,, Assoc-voc, Never-married, Other-service, Own-child, White, Male,0,, <=50K,
1, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family,, Female,, United-States, <=50K,
1, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0, United-States, >50K,0
1, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0, Vietnam, <=50K,0
2, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,, <=50K,0
2, Private, Some-college, Married-civ-spouse,, Husband,, Male,1, United-States, <=50K,
1, Private, Some-college,, Craft-repair, Husband, White, Male,0, United-States, >50K,0
1, Private, HS-grad, Married-civ-spouse,, Husband, White, Male,0, United-States, <=50K,
1,, HS-grad,,, Husband, Amer-Indian-Eskimo, Male,0, United-States, <=50K,0
, Self-emp-not-inc, Some-college, Married-civ-spouse,, Husband, White,,0, United-States, <=50K,0
1, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,1, United-States, <=50K,0
1, State-gov, Some-college, Divorced, Other-service, Unmarried,, Female,0, United-States, <=50K,0
1, Private, Bachelors, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,, South, <=50K,0
1, Private, Bachelors, Married-civ-spouse, Exec-managerial,, White,,0, United-States, >50K,
, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male,0, United-States, <=50K,0
, State-gov, Masters,, Adm-clerical, Husband, White, Male,0, United-States, <=50K,0
1, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0, United-States, <=50K,0
,,, Divorced, Sales, Not-in-family,, Female,0, United-States, >50K,1
1,, Assoc-voc,, Craft-repair,,,,0, United-States, <=50K,0
, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Female,0, United-States, >50K,
1, Private, Prof-school, Divorced, Prof-specialty, Not-in-family,, Female,, United-States, <=50K,
1, State-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0, United-States, <=50K,
1, Private, Bachelors,, Adm-clerical,, Black, Female,0, United-States, <=50K,
,, 9th,, Machine-op-inspct, Not-in-family, Asian-Pac-Islander,,0, China, <=50K,0
1, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0, United-States, >50K,0
1, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,, United-States, >50K,1
1,, Some-college,,, Husband, White, Male,0, United-States, <=50K,0
1,, HS-grad, Divorced, Adm-clerical,, White, Male,0,, <=50K,0
1,, HS-grad, Never-married,, Not-in-family, White, Female,0, United-States, <=50K,0
1, Private, 5th-6th, Married-civ-spouse, Craft-repair, Wife, White, Female,0, Italy, <=50K,0
1, Private, 12th, Married-civ-spouse, Craft-repair, Wife,,,1, United-States, <=50K,
1, Private, HS-grad, Married-civ-spouse,, Husband, Black, Male,1, United-States, <=50K,
1, Private, Bachelors, Married-civ-spouse,, Husband, White, Male,0, United-States, <=50K,
1, Private,, Divorced, Machine-op-inspct, Own-child, White,,, United-States, <=50K,0
0,, 10th, Never-married,, Own-child, White,,0,, <=50K,0
0, Private,, Never-married, Other-service, Own-child, White, Female,0, United-States, <=50K,
1, Private, HS-grad, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male,1, United-States, <=50K,0
0, Private, HS-grad,, Handlers-cleaners, Own-child, White, Female,0, United-States, <=50K,
1, Private, HS-grad,, Sales, Own-child, White, Female,0,, <=50K,
1, Private, 11th,, Machine-op-inspct, Not-in-family, White, Female,0, United-States, <=50K,0
,, Bachelors,, Adm-clerical, Own-child, White, Female,0, El-Salvador, <=50K,0
1,,, Divorced, Craft-repair,, White,,, United-States, <=50K,0
1, Private, Assoc-voc, Married-civ-spouse,,,, Female,0, United-States, <=50K,0
1, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0, United-States, <=50K,0
1,, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,,, >50K,0
1, Private,, Married-civ-spouse,,, White, Male,0, United-States, >50K,0
1, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White,,0, United-States, >50K,0
, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,1, United-States, <=50K,0
, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0, United-States, <=50K,
, Private,, Never-married,, Not-in-family, White, Male,0, United-States, <=50K,0
1, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,, United-States, >50K,1
1, Private,,, Machine-op-inspct, Not-in-family, White, Female,0, Columbia, <=50K,
1, Private, HS-grad, Divorced, Exec-managerial, Not-in-family,,,0,, <=50K,0
1, Self-emp-inc,,, Exec-managerial,, White, Male,1, United-States, <=50K,0
, Private, HS-grad, Never-married, Handlers-cleaners,, Amer-Indian-Eskimo, Male,0, United-States, <=50K,0
, Private, Some-college, Never-married, Adm-clerical, Other-relative,, Male,, United-States, <=50K,
1, Self-emp-inc, Some-college, Divorced,, Unmarried, White,,1,, <=50K,
0, Private, HS-grad, Never-married, Prof-specialty, Own-child, White,,0, United-States, <=50K,
1, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0, United-States, <=50K,0
1,,, Widowed,, Not-in-family, White, Male,0, Poland, <=50K,0
1, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0, United-States, <=50K,
1, Private, Prof-school, Married-civ-spouse,, Husband,, Male,1, United-States, >50K,
, Local-gov, HS-grad, Married-civ-spouse, Other-service, Wife, White,,0, United-States, <=50K,
, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0, United-States, <=50K,
1, Private, Some-college, Never-married, Other-service, Own-child,, Female,0, United-States, <=50K,0
0, State-gov,,,,, White, Male,0, United-States, <=50K,0
, Private, Bachelors,, Craft-repair, Husband, White, Male,, United-States, >50K,0
1, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,1, United-States, >50K,1
2, Private, Some-college, Married-civ-spouse, Tech-support,, White, Male,0, United-States, >50K,1
0, Self-emp-not-inc,, Married-spouse-absent, Adm-clerical, Unmarried, Amer-Indian-Eskimo,,0, United-States, <=50K,0
1, Private,,, Sales, Own-child, White, Male,0, United-States, <=50K,0
1, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,, United-States, <=50K,0
1, Private,, Married-civ-spouse, Prof-specialty,, White,,, United-States, <=50K,0
, Private, 10th, Divorced, Machine-op-inspct, Not-in-family, White,,,, <=50K,0
1, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,, <=50K,0
1, Private, HS-grad, Married-civ-spouse,, Husband, White, Male,0, United-States, >50K,0
1, Private,, Married-civ-spouse, Craft-repair, Husband, White, Male,0, United-States, >50K,0
1, Private, Some-college, Divorced,, Not-in-family, White, Female,1, United-States, <=50K,0
, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,, United-States, >50K,0
1, Private, HS-grad,,, Own-child,, Male,0, Japan, <=50K,0
1,, HS-grad, Divorced,, Not-in-family, White, Female,0,, <=50K,0
1,, HS-grad, Never-married, Sales, Not-in-family, White,,0,, <=50K,0
1,, Bachelors,,, Husband,, Male,1, United-States, >50K,1
, Private, HS-grad,, Adm-clerical, Not-in-family, White, Female,0, United-States, <=50K,0
, Private, HS-grad,, Machine-op-inspct, Not-in-family, White, Male,,, <=50K,0
1, Federal-gov,, Married-civ-spouse, Adm-clerical, Husband, White, Male,, United-States, >50K,0
1, Private, Bachelors, Divorced,, Not-in-family, White, Female,, United-States, <=50K,0
1, Private, HS-grad, Divorced, Craft-repair, Unmarried, White,,0,, <=50K,0
1,, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,1, United-States, <=50K,0
,, Masters,, Prof-specialty, Other-relative, Black, Male,0,, <=50K,
1, Private, Some-college, Never-married, Adm-clerical, Not-in-family,, Female,, United-States, <=50K,0
1,,, Never-married, Machine-op-inspct,, White, Male,0, Mexico, <=50K,0
, Private, Bachelors,, Adm-clerical, Unmarried, Black, Female,0,, <=50K,0
1, Private, HS-grad,, Craft-repair, Husband, Black, Male,0, United-States, <=50K,0
0, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0, United-States, <=50K,0
1, Private,, Married-civ-spouse, Craft-repair, Husband, White, Male,1, United-States, >50K,0
0, Private, 11th, Never-married, Sales, Own-child, White, Female,0,, <=50K,0
1, State-gov, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White,,0, United-States, <=50K,0
1, Private, 1st-4th, Never-married, Other-service,, Other, Male,0, Dominican-Republic, <=50K,0
, Private, HS-grad,, Machine-op-inspct, Not-in-family, White, Female,, United-States, <=50K,0
0, Private,, Never-married, Sales, Own-child, White, Female,, United-States, <=50K,0
1, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0, England, <=50K,
1, Local-gov, Bachelors, Never-married, Prof-specialty,, White,,1, United-States, >50K,0
1, State-gov, Some-college, Never-married, Adm-clerical, Own-child, White,,0,, <=50K,0
, Self-emp-not-inc,,, Craft-repair,, White, Male,0, United-States, <=50K,0
1, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White,,0, United-States, <=50K,0
1, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0, United-States, >50K,0
0, Private, HS-grad, Never-married, Sales, Not-in-family,, Female,0,, <=50K,0
1, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0, United-States, <=50K,0
1, Private,,, Transport-moving,, White, Male,1, United-States, >50K,
1, Private, Assoc-acdm, Never-married, Craft-repair, Unmarried, White, Male,0, United-States, <=50K,0
1, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife,,,0, United-States, >50K,0
2, Private,,, Craft-repair,, White, Male,, United-States, <=50K,0
1,, Bachelors, Never-married,, Not-in-family,,,0,, <=50K,0
0,,, Never-married,, Own-child, White, Male,0, United-States, <=50K,0
,, 5th-6th, Separated, Other-service, Unmarried, White, Female,, United-States, <=50K,
1,, Bachelors, Divorced,, Own-child, White, Female,0, United-States, <=50K,0
2,, HS-grad, Married-civ-spouse,, Husband, White, Male,0, United-States, <=50K,0
, State-gov,, Married-civ-spouse, Prof-specialty,,,,0, United-States, >50K,0
1, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White,,0, United-States, <=50K,0
1, State-gov,, Divorced, Prof-specialty, Not-in-family,, Female,1, United-States, >50K,
, Private,, Divorced, Sales, Unmarried, White, Female,, United-States, <=50K,0
, Private, Some-college, Separated, Other-service, Unmarried, White, Female,, United-States, <=50K,0
1, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,, United-States, <=50K,
1, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,, United-States, <=50K,0
1,, Masters,, Prof-specialty, Husband,,,1, United-States, >50K,0
1, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,, United-States, >50K,
, Self-emp-inc, Some-college, Never-married, Exec-managerial,, White, Male,0, United-States, <=50K,0
, Private, 5th-6th, Married-civ-spouse, Handlers-cleaners, Husband,, Male,1,, <=50K,
1, Private, HS-grad,, Machine-op-inspct,, White,,,, <=50K,
1, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Wife, White, Female,0, United-States, >50K,0
1, Private, Masters, Married-civ-spouse,, Husband,, Male,0, United-States, >50K,0
1, Local-gov,, Divorced, Protective-serv,, White, Male,1, United-States, <=50K,0
